gene,log2FC,meanA,meanB,pval,-log10p,qval,sig_type,score
BGENE_248,0.04382949,1.6585737,1.6089435,0.5148185410413177,0.2883458204954458,0.9005572146495353,ns,0.012638050111580985
BGENE_568,0.054558944,0.95966375,0.9240494,0.5871829828251569,0.23122653921634315,0.9345087259816821,ns,0.012615475794496426
BGENE_399,-0.05686298,0.9911088,1.0309529,0.6003701549184783,0.22158090516357443,0.9405276578357363,ns,0.012599750606913145
BGENE_1163,0.021412438,3.3056026,3.2569032,0.26230567603122523,0.5811923116118225,0.7849546414899509,ns,0.012444744211585637
BGENE_1094,-0.053909738,1.1423626,1.1858573,0.5877606763891721,0.23079947338159867,0.9341891545258364,ns,0.01244233905209239
BGENE_79,-0.05961139,0.3722729,0.38797727,0.6199438826342147,0.2076476210909711,0.9357643511459846,ns,0.012378163588409622
BGENE_490,0.017195474,3.6297445,3.5867383,0.19100295950035218,0.7189599035129292,0.7118122714298839,ns,0.012362856584145657
BGENE_875,0.056949057,1.0121741,0.97299767,0.6078886555617438,0.21617596135796224,0.9412469505472162,ns,0.012311017077302661
BGENE_617,0.08540973,0.50480676,0.4757888,0.7178062427341756,0.1439927689434102,0.952840145222357,ns,0.012298383614292613
BGENE_819,0.018868292,2.4351573,2.4035165,0.22336207876905367,0.6509905571795686,0.7507969034253905,ns,0.012283079759717376
BGENE_467,0.033351414,1.3087316,1.2788241,0.4285999886830776,0.367947844761472,0.873208805466372,ns,0.012271580866320879
BGENE_197,0.028881358,3.0445812,2.9842377,0.37635411047848066,0.42440333630999655,0.8586025334109825,ns,0.01225734468504445
BGENE_911,0.036599737,2.0746512,2.0226815,0.46539840224542295,0.3321751120187503,0.8864731471341389,ns,0.012157521625131068
G0S2,-0.020502409,1.7836426,1.8091713,0.2644705224372145,0.5776227268661327,0.7816862732134419,ns,0.011842657374509371
BGENE_780,-0.05940851,0.19149908,0.19954945,0.6343966047137147,0.19763915002532662,0.937531928148347,ns,0.011741447073058756
BGENE_590,0.049875297,0.8534208,0.8244214,0.5825895235016287,0.2346373293999779,0.9371413246674993,ns,0.01170260640953133
BGENE_1159,0.057270415,0.6215611,0.5973704,0.626058054408729,0.20338539276347314,0.9367452185666768,ns,0.011647965874388462
BGENE_562,0.061400037,1.4342489,1.3744891,0.6478168829239612,0.18854773791711812,0.9400003137953489,ns,0.011576838133185474
BGENE_115,0.03293912,2.34023,2.287404,0.4470578901841179,0.34963623579501907,0.8838047252404309,ns,0.01151671032128543
BGENE_1051,0.035486452,1.7676945,1.7247443,0.47566311749315626,0.3227005220932175,0.88358473837738,ns,0.011451496678468053
BGENE_157,0.022040956,3.3677833,3.3167226,0.30853763292457226,0.5106918566722353,0.8155179724878562,ns,0.011256136600668258
BGENE_647,-0.06478342,0.46229216,0.48352432,0.6710245729598918,0.17326157564996494,0.9428916716064054,ns,0.011224476851427734
BGENE_363,0.02835666,1.5693742,1.5388288,0.404813164230271,0.3927453729972954,0.8582611255765464,ns,0.01113694707049214
BGENE_339,-0.030629903,2.2982433,2.347559,0.4332383114500111,0.3632731455009205,0.8693745380267782,ns,0.011127021237562167
BGENE_434,-0.017842496,3.0654228,3.1035697,0.23868114361377946,0.6221818899499273,0.7658218511672067,ns,0.011101277766956906
BGENE_8,0.01565342,2.085671,2.0631635,0.19565349678245014,0.7085123858427711,0.7071813136715065,ns,0.011090642120620133
BGENE_53,0.02856626,2.5128765,2.4636095,0.4093879426321778,0.3878649524048837,0.861869352909848,ns,0.011079851032928646
MSR1,0.0337026,1.5171477,1.4821165,0.4708217138206683,0.3271435161450038,0.8883428562654119,ns,0.011025587311718292
BGENE_413,-0.057352792,0.74375355,0.7739163,0.6435312640320796,0.19143034935510242,0.940605988841042,ns,0.010979065099338124
BGENE_143,0.07119981,0.46273866,0.44045594,0.7025090826463352,0.1533480564510888,0.9461401786482628,ns,0.010918352789120685
BGENE_1180,0.033856492,1.2905583,1.2606248,0.4765045698106305,0.32193293000147116,0.8810562153663429,ns,0.010899519826742114
BGENE_710,0.026202593,2.5286784,2.4831665,0.38449550114352393,0.4151087373709323,0.8624198156490256,ns,0.010876925295552661
BGENE_188,0.037987415,1.8205446,1.7732337,0.5177482319252353,0.28588137551789944,0.901738575196346,ns,0.010859894380377542
BGENE_389,-0.054747023,1.189541,1.2355489,0.6336932117215892,0.19812094511974357,0.9376471690085166,ns,0.010846531877515638
BGENE_972,0.040311966,1.7471906,1.6990461,0.5410655609188411,0.26675010823873535,0.9183573876981743,ns,0.010753221318195692
BGENE_236,0.049700674,1.9916655,1.9242212,0.6086352290961352,0.21564291336586858,0.939977187793259,ns,0.010717598066353822
BGENE_103,0.027645182,1.228358,1.2050442,0.41069842273601087,0.38647696502646034,0.8631140232630702,ns,0.01068422598459652
BGENE_23,0.023974264,3.2017012,3.1489358,0.3589859217144097,0.44492258273542223,0.8413732540181477,ns,0.010666691476119965
BGENE_1056,-0.036616772,2.3503742,2.410792,0.5114030498148521,0.2912366863335167,0.8998294131639627,ns,0.01066414746186456
BGENE_886,0.1313513,0.2845224,0.25976202,0.8295407366604493,0.08116228200557644,0.9711696429195503,ns,0.010660771823334537
BGENE_1151,-0.056135233,0.8484524,0.8821164,0.6470188110101183,0.18908309274840226,0.9422604043836674,ns,0.010614223560756607
BGENE_861,0.046372168,0.8060053,0.78050995,0.5913046288515613,0.2281887212430351,0.9373389096722241,ns,0.010581605663812528
BGENE_897,0.019150725,3.404732,3.3598354,0.29496388069319157,0.5302311615676835,0.8118271945684172,ns,0.010154310967828716
BGENE_438,0.02444611,1.802468,1.772183,0.38569062296226786,0.4137609197164004,0.8586804221794461,ns,0.01011484467150741
BGENE_394,0.026730776,2.0317957,1.9944965,0.42081709560664615,0.37590662537328307,0.8661758400136799,ns,0.010048275737041564
BGENE_792,0.033643626,0.916251,0.89513123,0.5038390280174654,0.2977081945271932,0.8917504920663104,ns,0.01001598305753881
BGENE_701,0.038459722,2.4881496,2.4226964,0.550519821232966,0.2592270398218724,0.9226589182675408,ns,0.009969799874164681
BGENE_574,-0.14643982,0.084857024,0.09392281,0.8553142777677689,0.06787427822926524,0.9701107120239344,ns,0.009939497122363203
BGENE_697,0.019917462,1.7944992,1.769895,0.31760832518504944,0.498108122320063,0.8267461826942719,ns,0.009921049608717486
BGENE_1161,0.015711602,2.1494842,2.1262023,0.23628976934104973,0.6265550816469962,0.766345197862864,ns,0.009844183963370959
BGENE_122,0.019706264,2.8078055,2.7697136,0.31780979618043936,0.49783272021379166,0.8254799900790633,ns,0.00981042308118242
BGENE_484,-0.036042165,1.6114916,1.6522578,0.5346113335570589,0.2719618386039535,0.915169187258874,ns,0.009802093463704203
BGENE_721,-0.053148773,0.8740452,0.90684545,0.6548144882830045,0.1838817200485035,0.942179119831661,ns,0.009773087718180569
BGENE_349,-0.06482416,0.9174619,0.95962614,0.7077831108393666,0.15009980473435994,0.9489829419075306,ns,0.009730093227187844
BGENE_522,0.03441513,1.5223006,1.4864162,0.5223178856746862,0.28206510240955734,0.904446555280842,ns,0.009707307047207547
BGENE_483,0.0453584,0.9987105,0.9677995,0.6131667615669487,0.21242139533642698,0.937324985834826,ns,0.00963509478644078
BGENE_1033,0.050492536,1.0860333,1.0486809,0.6452360456663773,0.19028137904387282,0.9419504316297478,ns,0.00960778943413021
BGENE_917,0.040071115,0.8703634,0.84652156,0.5761175428865721,0.23948890022419866,0.9367764924984913,ns,0.009596587237614373
BGENE_164,0.05206202,0.35762706,0.34495154,0.6551635951546728,0.18365024260095494,0.9415524720785717,ns,0.009561202549260798
BGENE_517,0.059038587,0.31825435,0.30549344,0.6933288445884119,0.15906073145419972,0.9454484244387436,ns,0.009390720818648971
BGENE_284,0.04357187,0.7732815,0.7502762,0.6101361347369628,0.21457325356497392,0.937469093065756,ns,0.009349358075896362
BGENE_196,0.054667905,1.428776,1.3756484,0.6769568600486244,0.1694390064105565,0.9434938816008703,ns,0.009262875501176939
BGENE_878,0.031638447,1.969702,1.9269764,0.5132841827410681,0.2896421186617272,0.8991839697653747,ns,0.009163826876811415
C1QA,0.055529863,1.5919726,1.5318613,0.6845358028642728,0.16460383229294476,0.9496450444359855,ns,0.009140428197621467
BGENE_465,0.02194983,1.216085,1.1977229,0.38448079881051833,0.41512534423409986,0.8640017950798166,ns,0.009111930541055436
BGENE_156,0.018791733,1.687931,1.6660874,0.3282312021883178,0.48382013658547807,0.8274736189621457,ns,0.00909181897654141
BGENE_357,-0.014464726,3.5877569,3.6239092,0.23524509968193008,0.6284794144608029,0.7650247144127806,ns,0.00909078236357089
BGENE_929,0.07591666,0.15380721,0.14592287,0.7602802602844545,0.11902628527390209,0.9674828338720525,ns,0.009036078364931475
CADM1,0.037906166,1.4198307,1.3830111,0.5789653130606264,0.23734745492130685,0.9388626698280428,ns,0.008996932065340184
BGENE_1049,-0.040375978,1.2631686,1.2990196,0.5986491791795663,0.22282760863015166,0.9390575359679472,ns,0.008996882569160135
BGENE_769,0.044492844,0.6693003,0.64897406,0.6293648419373707,0.20109752163739864,0.9381836153103663,ns,0.008947400757979007
BGENE_958,0.014241017,4.171042,4.1300716,0.23656253802460736,0.6260540290121679,0.7651618480580291,ns,0.00891564632126518
BGENE_383,0.03344737,1.2974317,1.267698,0.5415078784742846,0.2663952203811964,0.9178099635157366,ns,0.008910219484507131
BGENE_469,-0.034536183,2.3296387,2.38608,0.5529678800718477,0.2573000945771938,0.9241803009557343,ns,0.008886163121462598
BGENE_342,-0.048026573,0.4338083,0.44849265,0.653641083531523,0.18466065875486368,0.9427515627858505,ns,0.008868618591840412
BGENE_74,0.0229971,1.2509288,1.2311466,0.41234452501228314,0.3847397674952711,0.8650584440817128,ns,0.008847898870979268
BGENE_910,-0.050653353,1.5808839,1.637375,0.6691508724802839,0.1744759514423332,0.943573498209566,ns,0.008837792016602416
BGENE_588,0.048704043,0.8134227,0.78642064,0.664660433055521,0.17740017381667028,0.9450148337282289,ns,0.008640105699227657
BGENE_181,-0.05012343,0.623901,0.6459581,0.6724729581081268,0.17232517508845246,0.9416190778643548,ns,0.008637528986665121
BGENE_614,0.019512173,1.9902328,1.9634964,0.36278618056025924,0.4403492646679815,0.8436887920006029,ns,0.008592170939438426
BGENE_477,-0.048573427,1.5593741,1.6127698,0.6663562973772507,0.17629349363950625,0.9451862374145399,ns,0.008563179126648618
BGENE_921,0.03894661,1.3462106,1.3103548,0.6043108123482266,0.2187396352713801,0.9405615756392632,ns,0.008519167254230265
BGENE_19,-0.04425477,1.2545464,1.2936261,0.6432457554888737,0.19162307083676436,0.9413352519349372,ns,0.008480234665929575
BGENE_882,-0.042790152,0.8690268,0.8951881,0.6362785939937536,0.19635268727260738,0.9391565963007433,ns,0.008401961360022253
BGENE_1172,-0.035407506,1.9672967,2.0161767,0.5820527762955858,0.23503763491233298,0.9375346732277893,ns,0.00832209645180705
BGENE_1027,-0.04501638,0.63210624,0.6521408,0.6557996541382081,0.18322881670890329,0.9413392164663273,ns,0.008248297703563622
BGENE_51,-0.05068043,0.71723884,0.74288255,0.6893963559645866,0.16153101653099333,0.9476238569959953,ns,0.008186461173141906
BGENE_961,0.046546195,1.4520519,1.4059514,0.6680915929507055,0.17516399323371135,0.9431881312245255,ns,0.008153217333903902
BGENE_1014,0.025160013,2.2539978,2.2150297,0.48289658695298054,0.31614586412279555,0.8820028985442567,ns,0.007954233977474903
BGENE_306,0.025195843,1.4867146,1.4609754,0.4862794320763417,0.3131140991849665,0.8828068358420726,ns,0.007889173561663574
BGENE_113,0.053575274,0.581064,0.55988157,0.7126906754423772,0.14709892329987997,0.9502542339231695,ns,0.007880865062527335
BGENE_1149,-0.036484037,2.4653046,2.5284443,0.6100619478487617,0.2146260629517036,0.9385568428442487,ns,0.007830425134891164
BGENE_889,0.061826024,1.7175596,1.6455091,0.7489054272615374,0.1255730221025128,0.9591104724800906,ns,0.007763680703941237
BGENE_973,-0.026306313,2.9357975,2.9898202,0.5088418076136209,0.2934172132598513,0.8992785996117011,ns,0.007718724914057043
BGENE_290,-0.047725406,0.6395404,0.6610507,0.690057800092883,0.16111453069743306,0.9463649829845252,ns,0.007689256316573092
BGENE_932,0.023590583,1.3213177,1.2998875,0.47341489843634266,0.32475807888078323,0.8848876606286779,ns,0.007661232529798243
BGENE_635,0.014953859,1.7395066,1.7215693,0.3097394463744556,0.5090034822381652,0.8151038062485674,ns,0.007611566380457587
BGENE_851,0.042774364,1.6545765,1.6062403,0.6638753525522627,0.1779134549398384,0.9450182954480608,ns,0.007610134944760036
BGENE_816,0.024447631,1.6870776,1.6587296,0.48938575664288897,0.3103486747500937,0.8831021172503261,ns,0.007587289909833622
BGENE_975,-0.03714626,1.0196389,1.0462333,0.6257751385326316,0.20358169496510295,0.9374908442436428,ns,0.00756229838903719
BGENE_229,0.014699374,3.453154,3.418149,0.3079046216772596,0.5115837922469577,0.8174458982582113,ns,0.007519961661134429
BGENE_297,-0.04316002,0.83153963,0.85679203,0.6716669149725247,0.17284604368991277,0.9426904069789821,ns,0.007460038928156155
S100P,-0.020367658,1.6882176,1.7122205,0.432399432530726,0.3641148846746386,0.8691445880014592,ns,0.007416167358467155
BGENE_869,-0.037724044,1.2538451,1.2870635,0.6387865726933952,0.1946442213163552,0.9382422120343628,ns,0.007342767203143435
BGENE_779,-0.112015545,0.18228512,0.19700235,0.860625426658282,0.06518582709583003,0.9679011358856029,ns,0.007301825972416236
BGENE_625,0.0385756,1.1540054,1.1235578,0.6470108418089728,0.18908844189952126,0.943393694010653,ns,0.007294200256793256
BGENE_1093,0.042492177,1.9486352,1.8920783,0.6761640467354999,0.16994792543581688,0.9445830687806751,ns,0.007221457385743334
BGENE_352,-0.049158208,0.9448151,0.9775634,0.7133117070794038,0.14672064815335098,0.9489734462253709,ns,0.0072125241504083495
BGENE_680,-0.038401935,1.4525586,1.4917424,0.6502338936453689,0.1869303965139756,0.9400971956318587,ns,0.007178488983105582
BGENE_153,-0.012922607,4.6903996,4.7326016,0.28179617011497315,0.5500649136724975,0.8013161235496866,ns,0.007108272903150824
BGENE_843,-0.016673211,2.3170285,2.3439617,0.38557420895914707,0.41389202373531336,0.8632258409533143,ns,0.006900909046395462
BGENE_346,0.032521162,1.6557182,1.6188127,0.6152868083994218,0.21092239598096643,0.9357974272234553,ns,0.0068594414475325795
BGENE_649,0.031730644,1.3843524,1.3542373,0.607973985367098,0.21611500338060427,0.9401659567532443,ns,0.006857468322831155
BGENE_1016,0.031071998,1.0086468,0.9871554,0.6032186277693141,0.21952525564539302,0.9400809783417883,ns,0.006821088343649137
BGENE_239,0.032968875,1.2917814,1.262596,0.6212582819242285,0.20672780868916657,0.9353951547165297,ns,0.006815583287985081
BGENE_309,-0.043294705,1.8019432,1.8568383,0.6969780662895348,0.15678088881634714,0.9482694779449454,ns,0.006787782401576798
BGENE_641,0.02639849,2.199553,2.1596715,0.5563143533433348,0.2546797347789439,0.92462219392244,ns,0.0067231602411961175
BGENE_170,0.022449093,2.4355469,2.3979418,0.5032954078201124,0.2981770321847869,0.8947473916801998,ns,0.006693803907939383
BGENE_1115,0.01940222,2.3138387,2.2829292,0.4544712778480623,0.3424935585723879,0.885333658145576,ns,0.0066451356614876085
BGENE_1152,0.06523911,0.20283909,0.1938709,0.7910719557930446,0.10178401134104763,0.9676721171780363,ns,0.00664029822040343
BGENE_272,0.048653994,0.59870493,0.5788506,0.7318642327998001,0.13556947688505427,0.9535690329639088,ns,0.006595996481812542
BGENE_138,0.020387245,2.6415613,2.6044948,0.4766832061538474,0.3217701482684464,0.8800305344378722,ns,0.006560006956524111
BGENE_1174,-0.028068319,1.8374653,1.8735641,0.5870629017408739,0.23131536312137413,0.9355584091488031,ns,0.006492633393144657
BGENE_127,0.013766672,1.4282297,1.4146659,0.33815270577405776,0.4708871331594098,0.8281290753650393,ns,0.0064825489288817045
BGENE_584,0.031130908,1.0922351,1.068919,0.6194080543215377,0.2080231517001606,0.9361330795791502,ns,0.006475949609324539
BGENE_1141,-0.035459854,1.2956495,1.3278898,0.6568672781615721,0.1825223719696894,0.9417452016653364,ns,0.006472216608618152
BGENE_365,0.024170462,1.6146147,1.5877893,0.5427872716883103,0.26537034505862306,0.916096661077317,ns,0.006414123852336644
BGENE_193,0.04722944,1.010975,0.9784146,0.7325208483775767,0.1351800102824009,0.951325777113736,ns,0.00638447605237683
BGENE_94,0.018797336,3.241979,3.2000122,0.4617474065099386,0.33559553517648255,0.8837270937989256,ns,0.006308302083888132
BGENE_667,0.04683408,2.1363163,2.0680788,0.7335917219310608,0.13454557801953101,0.9516865581808357,ns,0.006301318554505432
BGENE_21,0.03053311,1.5513524,1.5188646,0.625029466929441,0.20409950741882715,0.9375442003941614,ns,0.006231792858508284
BGENE_772,0.037872493,0.90366024,0.8802467,0.6859688781966424,0.16369558740413104,0.9483440712395979,ns,0.006199560031810274
BGENE_605,-0.021379607,2.5600622,2.5982828,0.512912574595157,0.28995665361440576,0.8998466220967667,ns,0.006199159242824318
BGENE_473,0.011698171,1.8647481,1.8496888,0.29536478631327134,0.5296412829625509,0.8092185926390996,ns,0.0061958340663977466
BGENE_705,-0.044344593,0.59504086,0.61361486,0.7275239833512297,0.13815268527619676,0.9520488331750007,ns,0.006126324578253692
FCER1A,-0.033650775,0.91265905,0.934197,0.657667841786514,0.1819933934700926,0.9395254882664485,ns,0.006124218645737872
BGENE_648,0.07995721,0.22905849,0.21670891,0.8385722175949615,0.07645953013310973,0.9685145920249796,ns,0.006113490671226683
BGENE_821,0.02278957,2.8973584,2.8519497,0.5398901068967492,0.26769463059416926,0.9176602383514151,ns,0.006100645407873401
BGENE_1181,0.03914865,0.7401862,0.7203707,0.7016314122500653,0.1538909757117408,0.9492194979707761,ns,0.0060246241099516035
BGENE_12,-0.042204935,0.9385511,0.9664133,0.7227021393141427,0.14104065969883087,0.9530138100845839,ns,0.005952611889565826
BGENE_219,-0.023306444,2.1291354,2.1638105,0.5553887139706962,0.2554029497749043,0.925647856617827,ns,0.0059525346197409155
BGENE_423,0.020300932,2.2790751,2.2472296,0.5103240930914441,0.2921539275531999,0.9005719289849013,ns,0.0059309970835666635
LILRA4,-0.04364476,0.81216043,0.8371056,0.731534174457005,0.13576538050050418,0.9541750101613108,ns,0.005925447421644582
BGENE_327,-0.04199094,0.7411392,0.7630277,0.7228656341164081,0.1409424216334125,0.9521830526231502,ns,0.00591830470370327
BGENE_560,-0.023655878,1.5135279,1.5385498,0.5623534173598037,0.2499906613549972,0.9269561824612149,ns,0.005913748681134827
BGENE_177,0.025400154,1.1925784,1.1717656,0.5852266873185158,0.23267587753835542,0.9363626997096253,ns,0.005910003189636483
BGENE_118,-0.034323234,0.8216386,0.84142065,0.6737305227071992,0.17151377691178168,0.9422804513387402,ns,0.005886907518217024
BGENE_261,0.0412158,1.4794517,1.4377838,0.7202614101463456,0.14250985304151711,0.9518873261845977,ns,0.005873657565203988
BGENE_286,0.033741746,2.8061223,2.741254,0.670362162673217,0.17369050661819607,0.9441720601031226,ns,0.0058606209739099635
BGENE_61,-0.017937656,1.37141,1.3885678,0.47189279146112084,0.3261566568010836,0.8847989839896016,ns,0.005850486072275295
BGENE_967,-0.029344462,0.84636486,0.86375624,0.6328006834075528,0.19873306048388048,0.939802995159732,ns,0.005831714713347003
BGENE_279,-0.029000403,1.8692474,1.9072024,0.6295299581852292,0.20098359778018407,0.9372654464296216,ns,0.00582860540427535
BGENE_845,0.034256596,1.5332304,1.497253,0.677244883153526,0.16925426754482475,0.9428003013738181,ns,0.005798075084566816
BGENE_865,0.01227705,3.231003,3.2036245,0.34433664139527376,0.4630167608879061,0.826407939348657,ns,0.005684479898239521
BGENE_839,-0.036710184,1.588003,1.6289291,0.7008841536438519,0.15435375891049263,0.9503513947713247,ns,0.005666354901112807
BGENE_1146,0.05274813,0.50872093,0.49045688,0.7824176148384303,0.10656138068848232,0.9729545469493434,ns,0.0056209134306549405
SPON2,0.0058128103,2.037105,2.0289137,0.10866284736169934,0.9639189190586734,0.6121850555588696,ns,0.0056030777904676745
BGENE_471,0.025601566,1.111628,1.0920755,0.6067824668360133,0.21696697677519028,0.9407480105984704,ns,0.005554694340551499
BGENE_92,-0.053317405,0.37484884,0.38896126,0.7883527990320454,0.10327938608409848,0.9692862283180885,ns,0.005506588885271896
BGENE_1023,-0.035832256,1.6208651,1.6616267,0.702039762807989,0.15363828918209962,0.948702382172958,ns,0.005505206521469444
BGENE_537,0.0358445,0.8629868,0.84180963,0.702693955099639,0.15323378244991984,0.945328190717003,ns,0.0054925884847986306
BGENE_387,0.022606896,1.3585522,1.3374298,0.5724594492615377,0.24225527158315147,0.9346276722637351,ns,0.005476639787434853
S100A12,0.03408276,0.8939175,0.8730467,0.6923241445058103,0.15969052229179181,0.9473078374081783,ns,0.0054426936132780145
BGENE_101,0.016995946,1.9842697,1.9610308,0.4786746058102721,0.319959611684553,0.8796470550877894,ns,0.005438016264896116
BGENE_20,-0.048923966,0.76913327,0.79566306,0.7761259274578869,0.11006780817079295,0.9742166453446279,ns,0.005384953654397381
BGENE_940,-0.031016348,1.1903399,1.216208,0.6705961933100502,0.17353891620563575,0.9433944102837751,ns,0.005382543404400536
BGENE_1179,0.04389622,0.7360763,0.7140173,0.7550785425819397,0.12200787110486201,0.9639300543599231,ns,0.005355684427938099
BGENE_1116,-0.037410367,0.8436232,0.86578524,0.7204703216308946,0.142383904395311,0.9511159361463956,ns,0.005326634158223851
BGENE_604,-0.02510425,1.0517902,1.0702525,0.6146763638497339,0.2113534864838155,0.9360553764209145,ns,0.005305870923454598
BGENE_947,0.020653615,1.9873087,1.9590611,0.5584968912849149,0.2529792399191237,0.9256854551683672,ns,0.005224935767196523
BGENE_1061,0.018415673,1.2662991,1.2502378,0.5289941702353924,0.27654911406793486,0.910750364824205,ns,0.005092837971415943
BGENE_433,0.022400156,1.5281231,1.5045798,0.5946196016438882,0.22576077837113886,0.9388730552271918,ns,0.005057076578224243
BGENE_944,0.019302612,2.04499,2.0178113,0.5471525546908867,0.26189156868795205,0.9182979938868029,ns,0.005055191381127579
BGENE_192,-0.029694397,1.287778,1.3145585,0.6762825882358401,0.16987179390016158,0.9436501231197769,ns,0.0050442404875912185
BGENE_610,0.048042454,0.5109327,0.4941985,0.7863593074678379,0.10437896847122122,0.9698162065379295,ns,0.005014621773129229
BGENE_809,-0.0364223,0.69480747,0.7125719,0.7287461059161007,0.13742375289662484,0.9515727171918615,ns,0.0050052893040670385
BGENE_802,0.038659487,0.5626305,0.547754,0.74266855136023,0.12920496609367663,0.9541780103129294,ns,0.004994997696651214
BGENE_303,-0.06231638,1.7571417,1.8347036,0.8317921129019936,0.07998520195543467,0.9700199567370188,ns,0.004984388274720186
BGENE_151,-0.03835001,0.45737168,0.46969268,0.7432457584012009,0.12886756057335655,0.9538982995523434,ns,0.004942072034096495
BGENE_820,0.02529589,2.6574667,2.6112773,0.6386051923145616,0.19476755465909346,0.9391252828155318,ns,0.0049268188072271926
BGENE_1124,0.012162112,2.8667762,2.8427105,0.3966411979702851,0.40160217888026095,0.8607042270602931,ns,0.004884330558336902
BGENE_237,-0.03659587,0.70279694,0.7208524,0.7361622053890533,0.13302648302127312,0.9539898989922937,ns,0.0048682198538474225
BGENE_1036,0.025540741,1.0292375,1.0111767,0.6473068801234606,0.18888977690950015,0.9415372801795792,ns,0.004824384899912394
BGENE_2,0.029570999,0.5398361,0.5288837,0.688259663769502,0.16224768201628165,0.9482337503138949,ns,0.004797825981645328
BGENE_85,-0.030482873,2.772561,2.8317661,0.6967937260038195,0.15689576841111025,0.9490947459756907,ns,0.004782633833010857
BGENE_661,-0.03653519,0.52527267,0.5387447,0.7401726152574424,0.1306669868747715,0.9550614390418611,ns,0.004773943003477236
BGENE_791,0.028610604,2.7164824,2.6631415,0.6849983760494913,0.16431045810404277,0.9480946381307839,ns,0.004701021430790752
BGENE_282,0.026640113,0.16679393,0.16374224,0.6663563950196584,0.1762934300015457,0.9440704533926684,ns,0.004696476974520771
BGENE_493,0.018942809,1.4757072,1.4564575,0.5670212827593804,0.24640063985225777,0.9295430864907875,ns,0.004667520192259932
BGENE_687,0.010719654,3.4232306,3.3978891,0.3672518515869978,0.43503600593392433,0.8475042728930718,ns,0.00466343552654265
BGENE_666,-0.04040578,1.9386394,1.9937027,0.7684629731819479,0.11437705325227807,0.9686508065318671,ns,0.004621494059564645
BGENE_655,-0.05784098,1.2244731,1.2745625,0.833253316886958,0.07922294889115164,0.9688992056825094,ns,0.004582333049047323
BGENE_1078,0.04340082,0.51912725,0.5037428,0.7844784259538122,0.10541899550348974,0.9714903107787148,ns,0.004575270884764273
BGENE_96,0.05727901,1.1614205,1.1162122,0.8325300605036957,0.07960007628989198,0.968997160625058,ns,0.0045594135158203136
BGENE_700,-0.039619464,1.1326442,1.16418,0.7672623582249474,0.1150561076981251,0.9691735051262492,ns,0.004558461366081727
BGENE_587,-0.028565291,2.6840684,2.7377424,0.6972855681559915,0.15658932337256293,0.9476134561576328,ns,0.004473019639005661
GPR183,0.042991895,1.885793,1.830426,0.788683707919835,0.10309713043503085,0.9687005624399202,ns,0.004432341030034664
BGENE_674,-0.013559777,3.2159605,3.2463295,0.47113104672498174,0.3268582755599751,0.886139899796204,ns,0.004432125421865442
BGENE_259,0.016632676,2.5415673,2.5124342,0.5423167269895927,0.2657470001611757,0.9178844462447266,ns,0.004420083784757619
BGENE_332,0.019608542,3.3299212,3.2849686,0.5968191391451536,0.2241572581026636,0.939872660071108,ns,0.0043953970825389285
GZMH,0.011569026,3.0542297,3.0298357,0.4170002529118031,0.37986368162536194,0.8702613973811543,ns,0.00439465278118052
BGENE_613,-0.047145113,0.9926454,1.0256195,0.8074536795678803,0.0928823820433809,0.9708861878571706,ns,0.0043789504295566805
BGENE_455,-0.031701203,1.6120615,1.6478764,0.7282168288250725,0.13773928889917064,0.9519174233007485,ns,0.0043665012184756725
BGENE_429,0.010580861,2.9438071,2.922296,0.3944165017995478,0.40404492311581064,0.8589833070044598,ns,0.004275143173146096
BGENE_273,0.01262846,1.4878539,1.474887,0.4594739505186448,0.3377391055329243,0.883603750997394,ns,0.004265124886976021
BGENE_139,-0.039323226,0.64590603,0.6637535,0.7795821501262504,0.1081381133594704,0.9714419316214958,ns,0.004252339429475378
BGENE_425,-0.037124816,0.49065235,0.50344217,0.7683816613276008,0.11442300882761246,0.9695667650821461,ns,0.004247933186455089
BGENE_768,0.025715271,1.3664916,1.3423504,0.6845822608718571,0.1645743586385153,0.9486128326168921,ns,0.004232074233850093
BGENE_805,-0.008861132,1.6834466,1.6938183,0.3354111760464623,0.4744224706075611,0.8298833221768139,ns,0.00420392011974346
BGENE_114,-0.03731753,0.91620606,0.94021434,0.7727704131472024,0.1119495139901881,0.971020414425804,ns,0.004177679270768847
BGENE_112,0.043674324,0.4085242,0.3963423,0.8041940002850139,0.09463917128885402,0.9718356498912555,ns,0.004133301802309139
BGENE_628,0.04816106,0.3003681,0.29050648,0.8220809147822511,0.08508543414610632,0.9757636970709211,ns,0.004097804666533717
BGENE_83,-0.037683353,1.1013196,1.1304651,0.7784994866341947,0.10874166948251468,0.9741390865078557,ns,0.004097750698218168
BGENE_939,-0.03803699,0.7794138,0.8002366,0.7843477295265261,0.10549135627731783,0.9723318961072638,ns,0.004012573759884981
BGENE_95,0.010977232,3.3204355,3.2952666,0.43894786571420996,0.3575870582935694,0.8749791343140398,ns,0.003925316062402514
BGENE_663,-0.0154801905,1.9677179,1.9889452,0.558508110797548,0.2529705155670979,0.9244272178718037,ns,0.003916031775787534
BGENE_1040,0.0075327465,2.7983549,2.783782,0.3060103169054096,0.5142639313629975,0.8160275117477589,ns,0.003873819845028669
BGENE_776,0.047656804,0.48052895,0.46491483,0.8300454632010753,0.08089811982076131,0.9708134072527197,ns,0.003855345866412519
