,n_counts,n_genes,pct_counts_mito,cell_type
cell_01660,15664,1043,9.512204861817862,Neutrophils
cell_01661,18715,1063,7.898970166624028,Neutrophils
cell_01662,9148,926,4.362797966219717,Neutrophils
cell_01663,12339,996,12.972240429398335,Neutrophils
cell_01664,14859,1040,11.923543265126895,Neutrophils
cell_01665,11784,989,28.75789957341248,Neutrophils
cell_01666,11559,986,43.34049023731359,Neutrophils
cell_01667,8231,897,80.81241896988101,Neutrophils
cell_01668,16149,1076,9.618386729415139,Neutrophils
cell_01669,12224,1017,9.982935608403304,Neutrophils
cell_01670,10225,951,8.394955835365195,Neutrophils
cell_01671,10727,957,8.345015217248296,Neutrophils
cell_01672,11685,972,36.22622967686128,Neutrophils
cell_01673,13359,1030,10.623443445412803,Neutrophils
cell_01674,18262,1079,8.916523689450354,Neutrophils
cell_01675,13626,1015,4.3668277668110305,Neutrophils
cell_01676,9746,947,34.694786396310334,Neutrophils
cell_01677,10388,926,10.326933554485617,Neutrophils
cell_01678,10787,961,14.108485759986442,Neutrophils
cell_01679,14440,1000,9.484355225514571,Neutrophils
cell_01680,11326,955,6.238818883237831,Neutrophils
cell_01681,19443,1065,8.941339151694716,Neutrophils
cell_01682,12161,1000,10.196942318179183,Neutrophils
cell_01683,18882,1072,8.172649700372308,Neutrophils
cell_01684,11344,972,9.276087467879638,Neutrophils
cell_01685,11997,1008,7.093320993315716,Neutrophils
cell_01686,18729,1072,7.024592103426436,Neutrophils
cell_01687,13289,1012,11.597860869009018,Neutrophils
cell_01688,17095,1056,7.217200202752784,Neutrophils
cell_01689,18958,1085,4.452957935284428,Neutrophils
cell_01690,15767,1044,7.159660514802541,Neutrophils
cell_01691,19182,1064,55.644243247688976,Neutrophils
cell_01692,10683,954,11.778033649070808,Neutrophils
cell_01693,9728,966,29.94255138267514,Neutrophils
cell_01694,16381,1027,9.457711988983236,Neutrophils
cell_01695,20801,1061,6.719975234532888,Neutrophils
cell_01696,19060,1095,8.280380365683774,Neutrophils
cell_01697,12675,990,12.024988512884812,Neutrophils
cell_01698,16137,1035,9.455951147530325,Neutrophils
cell_01699,12723,989,11.779526425992861,Neutrophils
cell_01700,14956,1046,8.728756839594174,Neutrophils
cell_01701,10210,940,10.810836076189705,Neutrophils
cell_01702,12311,1027,59.93243191219359,Neutrophils
cell_01703,17984,1059,7.182747783209925,Neutrophils
cell_01704,10173,966,15.664310390744818,Neutrophils
cell_01705,18067,1066,6.792884050658989,Neutrophils
cell_01706,12289,1007,6.554747208373877,Neutrophils
cell_01707,15856,1034,10.25572671054702,Neutrophils
cell_01708,12570,994,9.626613141871989,Neutrophils
cell_01709,14318,1029,6.062668944503927,Neutrophils
cell_01710,9503,936,7.894941632579125,Neutrophils
cell_01711,15914,1053,10.460021702542207,Neutrophils
cell_01712,19465,1071,9.748945320679693,Neutrophils
cell_01713,14644,1022,10.389594312616628,Neutrophils
cell_01714,11991,1000,9.478997817958398,Neutrophils
cell_01715,14633,1015,14.197710268320652,Neutrophils
cell_01716,10094,947,5.266744100244733,Neutrophils
cell_01717,8826,957,7.407282001969836,Neutrophils
cell_01718,18474,1078,9.453086185340267,Neutrophils
cell_01719,11060,956,9.776223102496884,Neutrophils
cell_01720,8602,905,11.32242081501564,Neutrophils
cell_01721,11745,1000,54.37674445224794,Neutrophils
cell_01722,12548,1015,12.523703031017858,Neutrophils
cell_01723,11041,967,9.52299578247002,Neutrophils
cell_01724,11799,985,5.219420088959489,Neutrophils
cell_01725,13568,1022,7.252893209287417,Neutrophils
cell_01726,13035,1003,9.077204447479673,Neutrophils
cell_01727,13486,1013,9.067944261164262,Neutrophils
cell_01728,11421,983,12.053746339578444,Neutrophils
cell_01729,18488,1068,11.637303623819093,Neutrophils
cell_01730,14601,1022,9.594281554486463,Neutrophils
cell_01731,18339,1075,7.909736328024969,Neutrophils
cell_01732,13119,1001,5.906476462466967,Neutrophils
cell_01733,9111,929,7.118552545161661,Neutrophils
cell_01734,10460,953,35.140568919333454,Neutrophils
cell_01735,8913,904,7.856091902702072,Neutrophils
cell_01736,19795,1065,8.305367899897542,Neutrophils
cell_01737,17979,1079,6.6597907084429755,Neutrophils
cell_01738,11274,972,9.532562595456074,Neutrophils
cell_01739,15538,1044,5.7562736328504265,Neutrophils
cell_01740,16594,1085,6.791381746585046,Neutrophils
cell_01741,18040,1067,54.541912280183325,Neutrophils
cell_01742,14452,1015,6.764828449722955,Neutrophils
cell_01743,15702,1043,5.902014828647325,Neutrophils
cell_01744,15801,1033,13.84992365302342,Neutrophils
cell_01745,15245,1046,9.693637799017765,Neutrophils
cell_01746,17399,1060,7.540817603264141,Neutrophils
cell_01747,15907,1040,44.75784176416377,Neutrophils
cell_01748,15075,1060,11.619458122157955,Neutrophils
cell_01749,18893,1094,8.939390612722017,Neutrophils
cell_01750,14557,1018,10.879934312933054,Neutrophils
cell_01751,13417,1048,6.947622213754867,Neutrophils
cell_01752,10463,975,33.7274174190209,Neutrophils
cell_01753,14012,1027,11.36825267069484,Neutrophils
cell_01754,9856,954,33.68169643690351,Neutrophils
cell_01755,15281,1041,13.745469097519711,Neutrophils
cell_01756,10459,945,7.7787306277562696,Neutrophils
cell_01757,17715,1065,8.078882848649908,Neutrophils
cell_01758,10026,935,7.549046064662409,Neutrophils
cell_01759,15015,1031,8.162613293596943,Neutrophils
cell_01760,20401,1066,6.487778532038596,Neutrophils
cell_01761,17962,1068,9.372259788072165,Neutrophils
cell_01762,9338,942,21.777433769779332,Neutrophils
cell_01763,11540,979,7.871632759357902,Neutrophils
cell_01764,15219,1041,14.102563707489224,Neutrophils
cell_01765,10456,976,10.163525334405286,Neutrophils
cell_01766,12478,1014,4.942919397205614,Neutrophils
cell_01767,19324,1058,8.782091085034715,Neutrophils
cell_01768,12174,993,13.843954105487732,Neutrophils
cell_01769,11190,959,7.134222265797176,Neutrophils
cell_01770,19055,1090,5.401997809125898,Neutrophils
cell_01771,11689,991,13.668278602139203,Neutrophils
cell_01772,16235,1059,9.342297392579958,Neutrophils
cell_01773,16558,1057,10.321451218378401,Neutrophils
cell_01774,9824,948,29.858718800613026,Neutrophils
cell_01775,16776,1047,10.048615775927592,Neutrophils
cell_01776,15934,1018,7.872673778525733,Neutrophils
cell_01777,12906,987,4.58384543156573,Neutrophils
cell_01778,11918,975,11.253339164567809,Neutrophils
cell_01779,15783,1054,4.770862931976227,Neutrophils
cell_01780,11381,985,8.453973389041513,Neutrophils
cell_01781,10222,951,11.261523319489244,Neutrophils
cell_01782,10334,947,33.66494931106574,Neutrophils
cell_01783,12274,993,5.891012365826775,Neutrophils
cell_01784,15725,1029,12.100323349483961,Neutrophils
cell_01785,9988,955,12.155172594289011,Neutrophils
cell_01786,9185,942,11.735996240664798,Neutrophils
cell_01787,11467,1000,38.17897831872681,Neutrophils
cell_01788,16443,1054,11.106144950795919,Neutrophils
cell_01789,14443,995,10.419697214654684,Neutrophils
cell_01790,11817,1019,5.851023960079765,Neutrophils
cell_01791,17479,1068,9.11877401934748,Neutrophils
cell_01792,14846,1031,7.763914020598023,Neutrophils
cell_01793,14963,1035,9.949045336888867,Neutrophils
cell_01794,13163,1010,16.107212870431123,Neutrophils
cell_01795,9482,942,30.47510181873796,Neutrophils
cell_01796,9208,948,11.943853675839632,Neutrophils
cell_01797,18027,1055,36.64803472539142,Neutrophils
cell_01798,18879,1075,10.261012120004581,Neutrophils
cell_01799,14895,1030,10.665362715829879,Neutrophils
